transaction_id,date,month,quarter,year,type,sub_type,product,plan,customer_id,sales_rep,region,department,amount,currency,payment_terms,payment_status,churn_risk,discount_pct,contract_length_months,notes
REV-008554,2024-11-23,2024-11,Q4 2024,2024,Revenue,Professional Services,TraxCore (ERP),Professional,CUST-00712,REP-032,APAC,Sales,9835.32,USD,Net 30,Paid,Medium,7.7,24,TraxCore (ERP) Professional — Professional Services
REV-008555,2024-06-12,2024-06,Q2 2024,2024,Revenue,Subscription,TraxAnalytics,Starter,CUST-00667,REP-023,LATAM,Sales,1583.83,USD,Net 30,Paid,Low,14.8,12,TraxAnalytics Starter — Subscription
REV-008556,2025-04-16,2025-04,Q2 2025,2025,Revenue,Professional Services,TraxCore (ERP),Starter,CUST-00780,REP-035,APAC,Sales,1811.49,USD,Net 30,Paid,Low,19.6,1,TraxCore (ERP) Starter — Professional Services
REV-008557,2025-09-03,2025-09,Q3 2025,2025,Revenue,Subscription,TraxCore (ERP),Enterprise,CUST-00458,REP-046,Middle East,Sales,78939.39,USD,Upfront Annual,Paid,Medium,7.6,6,TraxCore (ERP) Enterprise — Subscription
REV-008558,2024-01-26,2024-01,Q1 2024,2024,Revenue,Subscription,TraxAnalytics,Starter,CUST-00859,REP-022,Middle East,Sales,2513.44,USD,Net 60,Pending,Medium,8.8,6,TraxAnalytics Starter — Subscription
REV-008559,2020-05-12,2020-05,Q2 2020,2020,Revenue,Professional Services,TraxAnalytics,Starter,CUST-00763,REP-005,Europe,Sales,2622.32,USD,Monthly,Paid,Medium,1.0,6,TraxAnalytics Starter — Professional Services
REV-008560,2024-08-22,2024-08,Q3 2024,2024,Revenue,Subscription,TraxAnalytics,Enterprise,CUST-00281,REP-010,LATAM,Sales,15840.84,USD,Monthly,Paid,Low,1.4,1,TraxAnalytics Enterprise — Subscription
REV-008561,2020-09-20,2020-09,Q3 2020,2020,Revenue,Subscription,TraxAnalytics,Starter,CUST-00049,REP-018,Europe,Sales,2568.29,USD,Upfront Annual,Paid,Low,12.4,6,TraxAnalytics Starter — Subscription
REV-008562,2021-01-15,2021-01,Q1 2021,2021,Revenue,Subscription,TraxCRM,Enterprise,CUST-00095,REP-012,Middle East,Sales,56940.46,USD,Monthly,Overdue,Medium,16.3,36,TraxCRM Enterprise — Subscription
REV-008563,2020-01-01,2020-01,Q1 2020,2020,Revenue,Professional Services,TraxAnalytics,Starter,CUST-00529,REP-022,APAC,Sales,1578.92,USD,Upfront Annual,Paid,Low,12.5,24,TraxAnalytics Starter — Professional Services
REV-008564,2022-09-12,2022-09,Q3 2022,2022,Revenue,Subscription,TraxAnalytics,Professional,CUST-00788,REP-012,APAC,Sales,5740.48,USD,Upfront Annual,Paid,Low,11.9,36,TraxAnalytics Professional — Subscription
REV-008565,2025-06-03,2025-06,Q2 2025,2025,Revenue,Training,TraxCRM,Enterprise,CUST-00897,REP-023,APAC,Sales,66288.14,USD,Upfront Annual,Paid,Low,9.5,12,TraxCRM Enterprise — Training
REV-008566,2021-07-20,2021-07,Q3 2021,2021,Revenue,Professional Services,TraxCore (ERP),Enterprise,CUST-00025,REP-038,North America,Sales,79732.53,USD,Upfront Annual,Paid,Low,5.0,1,TraxCore (ERP) Enterprise — Professional Services
REV-008567,2024-01-13,2024-01,Q1 2024,2024,Revenue,Professional Services,TraxCRM,Starter,CUST-00785,REP-005,Middle East,Sales,1885.17,USD,Net 30,Pending,Low,17.9,6,TraxCRM Starter — Professional Services
REV-008568,2022-07-24,2022-07,Q3 2022,2022,Revenue,Professional Services,TraxAnalytics,Starter,CUST-00041,REP-032,Middle East,Sales,2706.17,USD,Upfront Annual,Paid,Low,13.2,24,TraxAnalytics Starter — Professional Services
REV-008569,2020-07-11,2020-07,Q3 2020,2020,Revenue,Professional Services,TraxCore (ERP),Starter,CUST-00905,REP-048,Middle East,Sales,2233.14,USD,Upfront Annual,Paid,Low,9.4,6,TraxCore (ERP) Starter — Professional Services
REV-008570,2022-07-17,2022-07,Q3 2022,2022,Revenue,Professional Services,TraxCRM,Professional,CUST-00064,REP-045,Europe,Sales,6440.55,USD,Net 60,Paid,Low,12.0,36,TraxCRM Professional — Professional Services
REV-008571,2021-10-03,2021-10,Q4 2021,2021,Revenue,Professional Services,TraxCRM,Enterprise,CUST-00505,REP-035,LATAM,Sales,77674.26,USD,Net 60,Paid,Low,4.7,24,TraxCRM Enterprise — Professional Services
REV-008572,2023-06-19,2023-06,Q2 2023,2023,Revenue,One-time License,TraxCRM,Professional,CUST-00322,REP-018,Middle East,Sales,10098.83,USD,Monthly,Paid,High,0.4,36,TraxCRM Professional — One-time License
REV-008573,2020-03-25,2020-03,Q1 2020,2020,Revenue,Subscription,TraxCRM,Professional,CUST-00769,REP-010,APAC,Sales,8944.11,USD,Net 60,Paid,Medium,15.1,1,TraxCRM Professional — Subscription
REV-008574,2023-07-26,2023-07,Q3 2023,2023,Revenue,Professional Services,TraxCRM,Starter,CUST-00049,REP-011,Europe,Sales,2464.82,USD,Net 30,Paid,Medium,7.1,1,TraxCRM Starter — Professional Services
REV-008575,2022-11-23,2022-11,Q4 2022,2022,Revenue,One-time License,TraxAnalytics,Professional,CUST-00561,REP-019,Europe,Sales,6863.1,USD,Upfront Annual,Paid,Medium,14.7,24,TraxAnalytics Professional — One-time License
REV-008576,2024-01-05,2024-01,Q1 2024,2024,Revenue,Subscription,TraxCore (ERP),Starter,CUST-00581,REP-036,Middle East,Sales,2399.23,USD,Upfront Annual,Paid,Low,15.5,12,TraxCore (ERP) Starter — Subscription
REV-008577,2020-07-28,2020-07,Q3 2020,2020,Revenue,One-time License,TraxCore (ERP),Enterprise,CUST-00215,REP-025,Europe,Sales,34893.97,USD,Upfront Annual,Paid,Low,10.5,24,TraxCore (ERP) Enterprise — One-time License
REV-008578,2022-08-31,2022-08,Q3 2022,2022,Revenue,Professional Services,TraxAnalytics,Enterprise,CUST-00172,REP-016,Middle East,Sales,24649.64,USD,Monthly,Paid,Medium,8.1,1,TraxAnalytics Enterprise — Professional Services
REV-008579,2022-01-23,2022-01,Q1 2022,2022,Revenue,Professional Services,TraxAnalytics,Professional,CUST-00936,REP-020,APAC,Sales,11484.18,USD,Net 30,Paid,High,11.1,36,TraxAnalytics Professional — Professional Services
REV-008580,2020-01-11,2020-01,Q1 2020,2020,Revenue,Professional Services,TraxCore (ERP),Professional,CUST-00372,REP-039,North America,Sales,7325.5,USD,Monthly,Paid,Low,1.9,6,TraxCore (ERP) Professional — Professional Services
REV-008581,2020-09-06,2020-09,Q3 2020,2020,Revenue,Training,TraxCore (ERP),Professional,CUST-00754,REP-014,North America,Sales,6456.76,USD,Monthly,Paid,Low,3.3,6,TraxCore (ERP) Professional — Training
REV-008582,2025-09-09,2025-09,Q3 2025,2025,Revenue,Subscription,TraxCore (ERP),Starter,CUST-00550,REP-020,Europe,Sales,855.9,USD,Net 60,Overdue,Low,5.5,1,TraxCore (ERP) Starter — Subscription
REV-008583,2022-07-28,2022-07,Q3 2022,2022,Revenue,Professional Services,TraxCRM,Enterprise,CUST-00950,REP-029,Middle East,Sales,13944.59,USD,Upfront Annual,Paid,Low,5.8,6,TraxCRM Enterprise — Professional Services
REV-008584,2025-07-20,2025-07,Q3 2025,2025,Revenue,Professional Services,TraxAnalytics,Starter,CUST-00895,REP-045,North America,Sales,1690.68,USD,Upfront Annual,Paid,Medium,3.3,24,TraxAnalytics Starter — Professional Services
REV-008585,2024-02-22,2024-02,Q1 2024,2024,Revenue,Subscription,TraxAnalytics,Starter,CUST-00810,REP-025,North America,Sales,1138.67,USD,Upfront Annual,Pending,Medium,7.1,1,TraxAnalytics Starter — Subscription
REV-008586,2025-09-05,2025-09,Q3 2025,2025,Revenue,Subscription,TraxCRM,Professional,CUST-00641,REP-046,North America,Sales,4706.25,USD,Upfront Annual,Pending,Low,13.5,12,TraxCRM Professional — Subscription
REV-008587,2021-08-31,2021-08,Q3 2021,2021,Revenue,Subscription,TraxCRM,Professional,CUST-00723,REP-043,APAC,Sales,4804.31,USD,Monthly,Paid,Low,14.0,36,TraxCRM Professional — Subscription
REV-008588,2025-08-09,2025-08,Q3 2025,2025,Revenue,Professional Services,TraxCRM,Enterprise,CUST-00414,REP-040,North America,Sales,57595.85,USD,Upfront Annual,Paid,Low,16.4,1,TraxCRM Enterprise — Professional Services
REV-008589,2025-07-06,2025-07,Q3 2025,2025,Revenue,Subscription,TraxAnalytics,Professional,CUST-00421,REP-035,LATAM,Sales,6997.13,USD,Net 60,Paid,Low,19.1,36,TraxAnalytics Professional — Subscription
REV-008590,2023-04-22,2023-04,Q2 2023,2023,Revenue,Subscription,TraxCRM,Starter,CUST-00394,REP-025,Europe,Sales,1815.61,USD,Net 60,Pending,Low,19.1,1,TraxCRM Starter — Subscription
REV-008591,2022-05-20,2022-05,Q2 2022,2022,Revenue,Subscription,TraxCore (ERP),Starter,CUST-00769,REP-010,LATAM,Sales,2581.53,USD,Net 30,Pending,Low,5.1,1,TraxCore (ERP) Starter — Subscription
REV-008592,2021-03-21,2021-03,Q1 2021,2021,Revenue,Subscription,TraxAnalytics,Professional,CUST-00869,REP-015,Europe,Sales,5620.17,USD,Net 60,Paid,Low,16.1,36,TraxAnalytics Professional — Subscription
REV-008593,2023-06-09,2023-06,Q2 2023,2023,Revenue,Subscription,TraxCore (ERP),Professional,CUST-00688,REP-019,LATAM,Sales,5685.59,USD,Upfront Annual,Paid,Low,15.7,36,TraxCore (ERP) Professional — Subscription
REV-008594,2022-05-10,2022-05,Q2 2022,2022,Revenue,One-time License,TraxCore (ERP),Starter,CUST-00619,REP-034,APAC,Sales,2032.74,USD,Monthly,Pending,Medium,4.3,1,TraxCore (ERP) Starter — One-time License
REV-008595,2021-03-23,2021-03,Q1 2021,2021,Revenue,Subscription,TraxCore (ERP),Professional,CUST-00616,REP-045,Europe,Sales,4775.19,USD,Monthly,Paid,Low,14.7,36,TraxCore (ERP) Professional — Subscription
REV-008596,2021-03-27,2021-03,Q1 2021,2021,Revenue,Renewal,TraxCRM,Starter,CUST-00215,REP-003,North America,Sales,1666.76,USD,Net 60,Paid,High,19.4,6,TraxCRM Starter — Renewal
REV-008597,2022-03-16,2022-03,Q1 2022,2022,Revenue,One-time License,TraxCore (ERP),Professional,CUST-00446,REP-021,North America,Sales,9730.41,USD,Upfront Annual,Paid,Low,17.3,36,TraxCore (ERP) Professional — One-time License
REV-008598,2025-08-06,2025-08,Q3 2025,2025,Revenue,Professional Services,TraxCore (ERP),Professional,CUST-00007,REP-014,Europe,Sales,6907.83,USD,Net 60,Overdue,Medium,5.3,36,TraxCore (ERP) Professional — Professional Services
REV-008599,2023-06-26,2023-06,Q2 2023,2023,Revenue,Subscription,TraxCRM,Professional,CUST-00770,REP-043,LATAM,Sales,6290.31,USD,Net 30,Paid,Low,6.9,12,TraxCRM Professional — Subscription
REV-008600,2022-10-12,2022-10,Q4 2022,2022,Revenue,Renewal,TraxCRM,Starter,CUST-00371,REP-024,Europe,Sales,1684.88,USD,Net 60,Paid,Low,9.1,1,TraxCRM Starter — Renewal
REV-008601,2022-11-27,2022-11,Q4 2022,2022,Revenue,Subscription,TraxCore (ERP),Enterprise,CUST-00543,REP-041,LATAM,Sales,23050.18,USD,Upfront Annual,Paid,Low,9.3,12,TraxCore (ERP) Enterprise — Subscription
REV-008602,2022-09-01,2022-09,Q3 2022,2022,Revenue,Training,TraxCore (ERP),Professional,CUST-00749,REP-041,Middle East,Sales,4128.08,USD,Monthly,Paid,Low,19.3,1,TraxCore (ERP) Professional — Training
REV-008603,2022-04-05,2022-04,Q2 2022,2022,Revenue,Professional Services,TraxAnalytics,Professional,CUST-00069,REP-022,North America,Sales,8722.55,USD,Upfront Annual,Paid,Medium,6.8,24,TraxAnalytics Professional — Professional Services
REV-008604,2023-03-08,2023-03,Q1 2023,2023,Revenue,Training,TraxAnalytics,Professional,CUST-00712,REP-046,North America,Sales,5781.26,USD,Upfront Annual,Paid,Low,19.8,6,TraxAnalytics Professional — Training
REV-008605,2021-10-01,2021-10,Q4 2021,2021,Revenue,Professional Services,TraxCRM,Professional,CUST-00665,REP-008,Middle East,Sales,10456.4,USD,Monthly,Paid,Low,0.2,36,TraxCRM Professional — Professional Services
REV-008606,2021-07-12,2021-07,Q3 2021,2021,Revenue,Subscription,TraxAnalytics,Starter,CUST-00761,REP-003,Middle East,Sales,1321.89,USD,Upfront Annual,Paid,Low,9.6,1,TraxAnalytics Starter — Subscription
REV-008607,2025-09-06,2025-09,Q3 2025,2025,Revenue,Subscription,TraxCRM,Professional,CUST-00910,REP-032,Europe,Sales,7009.61,USD,Monthly,Paid,Low,17.0,6,TraxCRM Professional — Subscription
REV-008608,2020-10-07,2020-10,Q4 2020,2020,Revenue,One-time License,TraxCRM,Starter,CUST-00019,REP-044,LATAM,Sales,1553.19,USD,Upfront Annual,Pending,Medium,7.7,12,TraxCRM Starter — One-time License
REV-008609,2021-09-29,2021-09,Q3 2021,2021,Revenue,Subscription,TraxAnalytics,Starter,CUST-00081,REP-015,APAC,Sales,940.43,USD,Net 30,Paid,Low,0.5,36,TraxAnalytics Starter — Subscription
REV-008610,2020-11-14,2020-11,Q4 2020,2020,Revenue,Training,TraxCore (ERP),Starter,CUST-00795,REP-027,Europe,Sales,2994.76,USD,Upfront Annual,Paid,Medium,17.0,24,TraxCore (ERP) Starter — Training
REV-008611,2020-10-05,2020-10,Q4 2020,2020,Revenue,Subscription,TraxCore (ERP),Starter,CUST-00031,REP-044,Middle East,Sales,1884.63,USD,Net 30,Pending,Low,10.5,6,TraxCore (ERP) Starter — Subscription
REV-008612,2022-03-06,2022-03,Q1 2022,2022,Revenue,Professional Services,TraxCRM,Professional,CUST-00301,REP-045,LATAM,Sales,9472.6,USD,Net 60,Paid,Medium,12.4,6,TraxCRM Professional — Professional Services
REV-008613,2022-04-01,2022-04,Q2 2022,2022,Revenue,Training,TraxCRM,Starter,CUST-00242,REP-034,LATAM,Sales,991.84,USD,Net 30,Paid,Low,16.8,12,TraxCRM Starter — Training
REV-008614,2024-08-05,2024-08,Q3 2024,2024,Revenue,Professional Services,TraxCRM,Professional,CUST-00410,REP-034,APAC,Sales,4948.85,USD,Net 30,Paid,Low,7.9,1,TraxCRM Professional — Professional Services
REV-008615,2021-05-31,2021-05,Q2 2021,2021,Revenue,Subscription,TraxAnalytics,Starter,CUST-00001,REP-023,APAC,Sales,2898.74,USD,Monthly,Paid,Medium,17.6,12,TraxAnalytics Starter — Subscription
REV-008616,2025-07-03,2025-07,Q3 2025,2025,Revenue,Professional Services,TraxCRM,Starter,CUST-00114,REP-022,LATAM,Sales,1618.47,USD,Monthly,Paid,Low,3.4,36,TraxCRM Starter — Professional Services
REV-008617,2021-02-19,2021-02,Q1 2021,2021,Revenue,Subscription,TraxCore (ERP),Professional,CUST-00510,REP-013,Europe,Sales,4700.18,USD,Net 30,Paid,Medium,3.5,24,TraxCore (ERP) Professional — Subscription
REV-008618,2021-10-04,2021-10,Q4 2021,2021,Revenue,Subscription,TraxCRM,Starter,CUST-00841,REP-007,North America,Sales,924.68,USD,Monthly,Paid,Low,1.8,1,TraxCRM Starter — Subscription
REV-008619,2025-05-29,2025-05,Q2 2025,2025,Revenue,Training,TraxAnalytics,Starter,CUST-00757,REP-045,Europe,Sales,2363.52,USD,Monthly,Paid,Low,14.5,36,TraxAnalytics Starter — Training
REV-008620,2025-06-14,2025-06,Q2 2025,2025,Revenue,Subscription,TraxCRM,Professional,CUST-00654,REP-026,LATAM,Sales,6265.32,USD,Net 30,Paid,Low,18.2,12,TraxCRM Professional — Subscription
REV-008621,2022-08-11,2022-08,Q3 2022,2022,Revenue,Training,TraxAnalytics,Professional,CUST-00502,REP-019,APAC,Sales,3026.99,USD,Monthly,Paid,Low,17.9,12,TraxAnalytics Professional — Training
REV-008622,2022-04-11,2022-04,Q2 2022,2022,Revenue,Subscription,TraxAnalytics,Starter,CUST-00098,REP-025,Europe,Sales,1836.83,USD,Net 30,Pending,Medium,19.5,36,TraxAnalytics Starter — Subscription
REV-008623,2023-11-26,2023-11,Q4 2023,2023,Revenue,Subscription,TraxCRM,Enterprise,CUST-00989,REP-012,APAC,Sales,50786.69,USD,Net 60,Paid,Low,11.5,1,TraxCRM Enterprise — Subscription
REV-008624,2025-12-16,2025-12,Q4 2025,2025,Revenue,Subscription,TraxCore (ERP),Starter,CUST-00153,REP-038,Europe,Sales,2057.1,USD,Net 30,Pending,Low,3.0,24,TraxCore (ERP) Starter — Subscription
REV-008625,2020-06-30,2020-06,Q2 2020,2020,Revenue,Subscription,TraxCore (ERP),Professional,CUST-00312,REP-013,North America,Sales,11734.2,USD,Monthly,Overdue,Low,18.0,24,TraxCore (ERP) Professional — Subscription
REV-008626,2025-02-09,2025-02,Q1 2025,2025,Revenue,Training,TraxAnalytics,Starter,CUST-00816,REP-014,North America,Sales,1365.28,USD,Upfront Annual,Paid,Low,12.8,1,TraxAnalytics Starter — Training
REV-008627,2024-10-11,2024-10,Q4 2024,2024,Revenue,Renewal,TraxAnalytics,Professional,CUST-00628,REP-025,LATAM,Sales,3788.14,USD,Net 60,Paid,Medium,18.1,24,TraxAnalytics Professional — Renewal
REV-008628,2021-11-13,2021-11,Q4 2021,2021,Revenue,Subscription,TraxAnalytics,Starter,CUST-00805,REP-009,Europe,Sales,2255.36,USD,Net 30,Paid,Low,0.0,36,TraxAnalytics Starter — Subscription
REV-008629,2023-04-03,2023-04,Q2 2023,2023,Revenue,One-time License,TraxAnalytics,Starter,CUST-00568,REP-014,Middle East,Sales,1068.88,USD,Net 30,Paid,Medium,0.9,36,TraxAnalytics Starter — One-time License
REV-008630,2020-04-30,2020-04,Q2 2020,2020,Revenue,Subscription,TraxAnalytics,Professional,CUST-00257,REP-034,Middle East,Sales,11652.58,USD,Upfront Annual,Paid,Low,0.4,1,TraxAnalytics Professional — Subscription
REV-008631,2021-10-24,2021-10,Q4 2021,2021,Revenue,Subscription,TraxCRM,Professional,CUST-00515,REP-030,LATAM,Sales,3235.05,USD,Upfront Annual,Paid,Low,13.3,24,TraxCRM Professional — Subscription
REV-008632,2023-11-27,2023-11,Q4 2023,2023,Revenue,Professional Services,TraxCRM,Enterprise,CUST-00424,REP-015,Middle East,Sales,37557.85,USD,Monthly,Paid,Low,13.0,12,TraxCRM Enterprise — Professional Services
REV-008633,2022-01-16,2022-01,Q1 2022,2022,Revenue,Subscription,TraxCore (ERP),Starter,CUST-00941,REP-030,Middle East,Sales,2981.76,USD,Upfront Annual,Paid,Low,12.2,1,TraxCore (ERP) Starter — Subscription
REV-008634,2025-05-17,2025-05,Q2 2025,2025,Revenue,Professional Services,TraxCore (ERP),Starter,CUST-00165,REP-033,APAC,Sales,976.24,USD,Net 60,Paid,Medium,16.9,12,TraxCore (ERP) Starter — Professional Services
REV-008635,2022-05-24,2022-05,Q2 2022,2022,Revenue,One-time License,TraxAnalytics,Enterprise,CUST-00146,REP-020,Europe,Sales,46655.92,USD,Net 30,Paid,Low,9.6,24,TraxAnalytics Enterprise — One-time License
REV-008636,2021-02-15,2021-02,Q1 2021,2021,Revenue,Subscription,TraxAnalytics,Starter,CUST-00113,REP-029,LATAM,Sales,2356.41,USD,Net 30,Paid,Low,12.6,6,TraxAnalytics Starter — Subscription
REV-008637,2021-07-03,2021-07,Q3 2021,2021,Revenue,Professional Services,TraxCRM,Professional,CUST-00437,REP-032,LATAM,Sales,10484.96,USD,Net 30,Pending,Low,11.4,36,TraxCRM Professional — Professional Services
REV-008638,2023-07-22,2023-07,Q3 2023,2023,Revenue,Subscription,TraxCRM,Starter,CUST-00533,REP-030,Middle East,Sales,2490.4,USD,Upfront Annual,Paid,Medium,6.2,1,TraxCRM Starter — Subscription
REV-008639,2021-07-21,2021-07,Q3 2021,2021,Revenue,Professional Services,TraxCRM,Professional,CUST-00825,REP-018,Middle East,Sales,6242.94,USD,Monthly,Overdue,Low,4.1,36,TraxCRM Professional — Professional Services
REV-008640,2020-10-15,2020-10,Q4 2020,2020,Revenue,Professional Services,TraxCore (ERP),Starter,CUST-00104,REP-006,APAC,Sales,1064.39,USD,Upfront Annual,Paid,High,4.2,1,TraxCore (ERP) Starter — Professional Services
REV-008641,2025-08-29,2025-08,Q3 2025,2025,Revenue,Professional Services,TraxCRM,Professional,CUST-00751,REP-036,LATAM,Sales,7673.64,USD,Monthly,Paid,Low,4.4,12,TraxCRM Professional — Professional Services
REV-008642,2023-08-10,2023-08,Q3 2023,2023,Revenue,Subscription,TraxCRM,Enterprise,CUST-00666,REP-021,Middle East,Sales,77552.02,USD,Net 60,Paid,Low,11.8,24,TraxCRM Enterprise — Subscription
REV-008643,2025-02-09,2025-02,Q1 2025,2025,Revenue,Subscription,TraxCRM,Starter,CUST-00770,REP-016,LATAM,Sales,2943.36,USD,Net 60,Paid,Low,18.5,24,TraxCRM Starter — Subscription
REV-008644,2022-06-11,2022-06,Q2 2022,2022,Revenue,Training,TraxCRM,Professional,CUST-00106,REP-027,Europe,Sales,7019.31,USD,Net 30,Paid,Medium,18.3,1,TraxCRM Professional — Training
REV-008645,2024-07-19,2024-07,Q3 2024,2024,Revenue,Subscription,TraxCRM,Starter,CUST-00135,REP-029,Europe,Sales,1087.46,USD,Monthly,Pending,Low,17.8,1,TraxCRM Starter — Subscription
REV-008646,2020-11-17,2020-11,Q4 2020,2020,Revenue,Subscription,TraxAnalytics,Starter,CUST-00259,REP-033,Europe,Sales,2965.53,USD,Upfront Annual,Pending,Low,17.3,24,TraxAnalytics Starter — Subscription
REV-008647,2021-09-26,2021-09,Q3 2021,2021,Revenue,Professional Services,TraxAnalytics,Starter,CUST-00252,REP-044,Europe,Sales,1682.48,USD,Upfront Annual,Paid,Low,4.9,1,TraxAnalytics Starter — Professional Services
REV-008648,2021-10-07,2021-10,Q4 2021,2021,Revenue,Training,TraxAnalytics,Professional,CUST-00692,REP-006,APAC,Sales,6879.45,USD,Net 30,Paid,Low,16.4,1,TraxAnalytics Professional — Training
REV-008649,2024-08-26,2024-08,Q3 2024,2024,Revenue,Subscription,TraxAnalytics,Starter,CUST-00671,REP-026,Europe,Sales,2051.04,USD,Net 30,Pending,Medium,12.8,12,TraxAnalytics Starter — Subscription
REV-008650,2025-09-26,2025-09,Q3 2025,2025,Revenue,Subscription,TraxCore (ERP),Professional,CUST-00860,REP-012,APAC,Sales,10896.36,USD,Net 30,Paid,Low,4.3,12,TraxCore (ERP) Professional — Subscription
REV-008651,2025-06-30,2025-06,Q2 2025,2025,Revenue,Subscription,TraxCore (ERP),Professional,CUST-00333,REP-009,LATAM,Sales,3248.73,USD,Monthly,Paid,Low,6.4,24,TraxCore (ERP) Professional — Subscription
REV-008652,2020-07-13,2020-07,Q3 2020,2020,Revenue,Subscription,TraxAnalytics,Enterprise,CUST-00645,REP-016,Middle East,Sales,12826.4,USD,Monthly,Paid,Low,14.4,24,TraxAnalytics Enterprise — Subscription
REV-008653,2025-05-15,2025-05,Q2 2025,2025,Revenue,Subscription,TraxAnalytics,Enterprise,CUST-00416,REP-003,North America,Sales,47312.27,USD,Monthly,Paid,Low,3.5,24,TraxAnalytics Enterprise — Subscription
REV-008654,2023-09-20,2023-09,Q3 2023,2023,Revenue,Training,TraxCore (ERP),Starter,CUST-00365,REP-033,Middle East,Sales,2477.06,USD,Upfront Annual,Paid,Medium,18.3,36,TraxCore (ERP) Starter — Training
REV-008655,2025-03-20,2025-03,Q1 2025,2025,Revenue,One-time License,TraxCore (ERP),Starter,CUST-00459,REP-030,LATAM,Sales,2206.87,USD,Upfront Annual,Paid,Low,13.4,6,TraxCore (ERP) Starter — One-time License
REV-008656,2025-07-16,2025-07,Q3 2025,2025,Revenue,Subscription,TraxCRM,Enterprise,CUST-00192,REP-006,APAC,Sales,30334.12,USD,Net 60,Paid,Medium,9.8,1,TraxCRM Enterprise — Subscription
REV-008657,2024-05-18,2024-05,Q2 2024,2024,Revenue,Subscription,TraxCore (ERP),Starter,CUST-00106,REP-010,Middle East,Sales,2472.68,USD,Net 60,Paid,Low,11.9,1,TraxCore (ERP) Starter — Subscription
REV-008658,2023-06-28,2023-06,Q2 2023,2023,Revenue,Subscription,TraxAnalytics,Starter,CUST-00145,REP-018,LATAM,Sales,1023.15,USD,Monthly,Overdue,Low,5.7,24,TraxAnalytics Starter — Subscription
REV-008659,2024-09-19,2024-09,Q3 2024,2024,Revenue,Subscription,TraxAnalytics,Professional,CUST-00068,REP-029,North America,Sales,11286.85,USD,Net 30,Paid,Medium,13.9,24,TraxAnalytics Professional — Subscription
REV-008660,2025-10-03,2025-10,Q4 2025,2025,Revenue,Subscription,TraxCRM,Starter,CUST-00316,REP-020,North America,Sales,2554.1,USD,Net 30,Pending,Medium,9.9,6,TraxCRM Starter — Subscription
REV-008661,2021-06-20,2021-06,Q2 2021,2021,Revenue,Subscription,TraxCore (ERP),Enterprise,CUST-00297,REP-034,LATAM,Sales,46922.87,USD,Upfront Annual,Paid,Low,16.0,1,TraxCore (ERP) Enterprise — Subscription
REV-008662,2023-12-18,2023-12,Q4 2023,2023,Revenue,Subscription,TraxAnalytics,Enterprise,CUST-00576,REP-019,Middle East,Sales,22682.09,USD,Net 30,Pending,Medium,7.4,6,TraxAnalytics Enterprise — Subscription
REV-008663,2021-10-09,2021-10,Q4 2021,2021,Revenue,Subscription,TraxCRM,Enterprise,CUST-00463,REP-049,APAC,Sales,50390.5,USD,Net 60,Paid,Low,6.4,36,TraxCRM Enterprise — Subscription
REV-008664,2020-02-11,2020-02,Q1 2020,2020,Revenue,One-time License,TraxCRM,Professional,CUST-00341,REP-037,APAC,Sales,7657.38,USD,Net 30,Pending,Medium,4.1,36,TraxCRM Professional — One-time License
REV-008665,2024-11-25,2024-11,Q4 2024,2024,Revenue,Subscription,TraxCRM,Professional,CUST-00499,REP-018,Europe,Sales,7169.32,USD,Monthly,Paid,Low,17.4,36,TraxCRM Professional — Subscription
REV-008666,2024-08-18,2024-08,Q3 2024,2024,Revenue,Renewal,TraxAnalytics,Starter,CUST-00569,REP-027,Europe,Sales,2090.35,USD,Upfront Annual,Pending,Medium,17.9,1,TraxAnalytics Starter — Renewal
REV-008667,2023-03-30,2023-03,Q1 2023,2023,Revenue,Subscription,TraxCRM,Enterprise,CUST-00472,REP-016,LATAM,Sales,29457.18,USD,Net 60,Pending,Low,4.1,1,TraxCRM Enterprise — Subscription
REV-008668,2021-01-23,2021-01,Q1 2021,2021,Revenue,Subscription,TraxCore (ERP),Enterprise,CUST-00015,REP-031,North America,Sales,40370.18,USD,Net 30,Overdue,Low,3.9,24,TraxCore (ERP) Enterprise — Subscription
REV-008669,2025-02-17,2025-02,Q1 2025,2025,Revenue,Subscription,TraxCRM,Enterprise,CUST-00735,REP-015,Europe,Sales,79150.6,USD,Net 60,Pending,Low,11.2,1,TraxCRM Enterprise — Subscription
REV-008670,2022-07-30,2022-07,Q3 2022,2022,Revenue,Professional Services,TraxAnalytics,Starter,CUST-00385,REP-016,Europe,Sales,1134.62,USD,Monthly,Paid,Low,7.3,6,TraxAnalytics Starter — Professional Services
REV-008671,2021-06-04,2021-06,Q2 2021,2021,Revenue,One-time License,TraxAnalytics,Professional,CUST-00342,REP-006,APAC,Sales,11096.98,USD,Monthly,Paid,Low,13.1,12,TraxAnalytics Professional — One-time License
REV-008672,2021-03-10,2021-03,Q1 2021,2021,Revenue,Subscription,TraxCRM,Professional,CUST-00704,REP-009,Middle East,Sales,6160.0,USD,Upfront Annual,Pending,Medium,3.2,12,TraxCRM Professional — Subscription
REV-008673,2020-06-03,2020-06,Q2 2020,2020,Revenue,Professional Services,TraxCRM,Starter,CUST-00623,REP-044,Middle East,Sales,1108.55,USD,Upfront Annual,Pending,Low,19.7,6,TraxCRM Starter — Professional Services
